cpu_model
ARM MT8789V/T
Intel Xeon E5-1607 v4
Intel Core i7-9700T
Intel Pentium G3240
Intel Pentium 6805
AMD Athlon X4 740
Apple A18 Pro
Intel Xeon E5-2430
AMD EPYC 7513
Intel Core i5-7400T
Intel Core i7-2620M
Intel Core i3-4130
Intel Core 2 Quad Q6600
Intel Core i5-11600KF
AMD EPYC 9474F
Intel Core Ultra 5 135U
Apple M1
Intel Core i9-10940X
ARM ARMv8
AMD Ryzen 7 5700X3D
Intel Xeon E5-2643 v4
Intel Xeon E5-2687W
Intel Core i5-4460S
Intel Core i3-8100B
AMD A8-4500M
Intel Xeon Silver 4112
Intel Core i7-1255U
Intel Core i5-7600K
Intel Xeon E3-1505M v6
Intel Core i3-9100TE
AMD EPYC 7643
Intel Core i3-14100F
AMD EPYC 9124
Intel Pentium G870
Intel Xeon E-2336
AMD Ryzen Threadripper PRO 5965WX
Intel Xeon Gold 5122
Intel Core i5-450M
Intel Core i5-1335U
Intel Pentium 3556U
Intel Core i5-3470T
Intel Xeon E5450
Intel Core i3-390M
Intel Core 2 Quad Q9650
Apple M1 Max
Intel Core i7-3632QM
Intel Core i9-12900F
Intel Xeon w5-3425
Intel Core i3-10300T
QEMU Virtual version 2.5+
Intel Core i5-3437U
Intel Xeon W-3223
Intel Core i7-875K
Intel Core i5-4460
ARM MT6765V/CB
Intel Core i5-11300H
AMD A8-3820
Intel Core i7-4810MQ
Intel Xeon E5-2637 v3
Intel Xeon W-3245
Intel Core i3-4150T
Intel Core i7-9750H
Intel Core i5-4200M
Intel Xeon E-2224
Intel Core i9-12900HK
Intel Core i5-6300U
Intel Core i3-13100E
Intel Xeon E5606
AMD A6-9210
Intel Core i5-3450S
AMD A10-7850K
Intel Xeon E5-1603
Intel Core i5-12600K
Intel Core i3-370M
Intel Xeon Gold 6254
AMD FX-6100
Intel Core m3-7Y32
Intel Xeon E-2276G
Intel Core 2 Duo E6750
Intel Core Ultra 7 155H
Intel Core i5-3470
Intel Core i3-4150
Intel Xeon E-2224G
AMD A4-5000
Intel Core i7-4960X
AMD Eng Sample: 100-000000425_37/24_N
Intel Core i5-6600T
AMD Ryzen 9 7940HS
AMD Ryzen 7 5700U
Intel Core i7-4558U
Intel Xeon E3-1225 v6
Intel Xeon E3-1240 v2
Intel Core i7-930
Intel Core i5-2400
Intel Core i7-9700KF
AMD EPYC 9354
Intel Xeon E5-1607 v3
Intel Core i3-4005U
Intel Xeon E3-1270 v6
Intel Core 2 Duo T5670
Intel Xeon Silver 4310T
Intel Core i5-4570TE
AMD Ryzen Threadripper PRO 3995WX
Intel Core i7-14700
Intel Core m3-8100Y
AMD Ryzen 7 PRO 5875U
Intel Core i5-4590
AMD Ryzen Z1
Intel Core i5-12450HX
Intel Xeon E5-2683 v4
Intel Xeon Gold 5118
Intel Core i7-4712HQ
Intel Pentium G4620
AMD A4-3400
Intel Xeon E5-1680 v4
AMD Ryzen 5 5600
AMD Ryzen 3 PRO 5475U
Intel Xeon E5-1620 v3
Intel Core i5-3570
Intel Core i9-13900KS
ARMv8
Intel Xeon Gold 5418Y
AMD Ryzen 9 9950X
Intel Core i5-12500T
Intel Xeon W-11855M
Intel Celeron 900
Intel Core i7-3537U
AMD A8-3510MX
AMD Ryzen Threadripper 1950X
Intel Pentium G3260
AMD Phenom II X4 965 Black Edition
Intel Xeon w5-2445
AMD Ryzen 5 3400G
Intel Core i5-1235U
AMD Athlon PRO 300GE
Intel Core i7-5950HQ
Intel Core i7-7660U
AMD A4-4020
Intel Pentium E6600
Intel Core i3-2310M
AMD Athlon II X2 280
Intel Pentium G4560T
Apple A16 Bionic
Intel Xeon E3-1270
ARM vendor
Intel Core i7-5820K
Intel Xeon E5-2665
AMD E1-1500
Intel Core i7-4600U
Intel Celeron N2930
AMD Phenom II X2 550 Black Edition
Intel Celeron J6413
Intel Celeron N4020
Intel Core 2 Duo E7500
Intel Xeon Silver 4216
Intel Core 2 Duo E6550
Intel Atom x6425E
Intel Core i7-1195G7
Intel Atom x6211E
AMD PRO A12-8830B
Intel Core i7-2677M
AMD EPYC 7F72
AMD A8-5500
Intel Xeon E3-1535M v6
AMD Ryzen 7 PRO 4750GE
AMD A10 PRO-7850B
Intel Core i7-8700T
Intel Core i9-9900KS
AMD A10-4655M
AMD A8-3850
Intel Core i7-4771
Intel Xeon E3-1241 v3
Intel Core i7-2820QM
Intel Core M-5Y70
AMD Ryzen 7 5800U
Intel Xeon E5-2420 v2
Intel Core Ultra 9 275HX
Intel Xeon W-1290P
AMD A10-9700
Intel Xeon E5-2680 v2
Intel Core i7-3610QM
Intel Core i3-5010U
Intel Core i5-14600T
Intel Xeon Gold 6438Y+
Intel Xeon Gold 6226R
AMD Ryzen 7 7840U
Intel Core i3-13100T
Intel Core i7-4710MQ
AMD A8-6600K
Intel Core i7-2600K
Intel Core i3-6100TE
Intel Pentium B960
Intel Core i5-14400
AMD A10-7300
Intel Xeon E3-1220 v2
Intel Core i9-13900F
AMD A10-7870K
Common KVM
Intel Pentium SU4100
AMD Ryzen 9 3950X
Intel Core i5-10600K
Intel Core i5-10400T
AMD Ryzen 5 2600X
Intel Xeon X3450
Intel Pentium G6950
Apple A9
Intel Xeon W-2295
Intel Xeon W-2135
Intel Core 2 Duo E7200
Intel Core i5-4202Y
Intel Core i7-3770T
Intel Pentium N3530
AMD Ryzen 7 7700
Intel Xeon W-2145
Intel Xeon Gold 6128
AMD Ryzen 5 7600
AMD Ryzen 9 3900
Intel Core i3-4330
Intel Pentium G840
AMD C-50
AMD Ryzen Threadripper 1900X
Intel Core i3-10105F
Intel Atom Z3795
AMD Ryzen 3 PRO 5350G
Intel Atom x5-Z8300
Intel Core i3-12100E
Intel Core i5-7300HQ
AMD Ryzen 5 3600X
Intel Xeon E-2378
AMD Ryzen 7 3750H
AMD Ryzen 7 5800X3D
Intel Core 2 Extreme X9770
Intel Core i7-14650HX
AMD Ryzen 7 4700G
AMD Ryzen AI 9 365
AMD Ryzen 7 3700U
Intel Core i7-5600U
Intel Xeon X5675
Intel Core i7-12700T
Intel Core i9-7940X
Intel Atom x6413E
Intel Pentium Gold 4417U
Intel Core i5-14500HX
Intel Celeron G1850
Intel Core i3-3245
Intel Core i7-11700K
Intel Core i5-8250U
Intel Core i5-11400H
Intel Xeon E5-2687W v2
AMD EPYC 9334
Intel Core i9-11900K
AMD EPYC 7551P
AMD Ryzen 5 8640HS
Intel Core i7-11600H
Intel Xeon E-2356G
Intel Core i7-6700TE
Intel Core i9-7900X
Intel Xeon E3-1286 v3
AMD Ryzen 3 PRO 4350GE
Intel N100
Intel Core i5-7440HQ
AMD A10-8750
StratoVirt
Intel Xeon W-2275
AMD FX-7600P
Intel Core i7-12700F
Intel Xeon E3-1246 v3
Intel Atom x7-E3950
AMD Ryzen 5 7535HS
Intel Core i7-820QM
AMD Ryzen 5 4600G
Intel Core i5-560M
AMD Athlon X4 950
Snapdragon X X1P64100
Intel Core i3-2367M
Intel Core i9-14900HX
Intel Xeon E3-1275 v6
AMD Ryzen 9 7945HX
AMD Ryzen 3 1200
Intel Xeon Silver 4210
Intel Celeron B815
Intel Xeon X5550
AMD Ryzen 3 2200U
AMD Ryzen 9 PRO 7945
Intel Xeon E5-2699A v4
Intel Core i5-1145G7
Intel Core i5-9500F
Intel Core i3-1115G4
AMD Ryzen Threadripper PRO 3945WX
Intel Core i5-4300Y
Intel Core i7-920
Intel Xeon Silver 4210R
Intel Xeon E5520
Intel Core i5-12600H
Intel Xeon Gold 6248R
Intel Core 2 Duo T6570
AMD Ryzen 5 PRO 7540U
Intel Core i7-5930K
Intel Xeon X5670
Intel Xeon Platinum 8488C
AMD Ryzen 5 7535U
Intel Xeon E-2146G
Intel Core i5-9600KF
Intel Xeon E3-1240L v5
AMD Athlon II X3 435
AMD Ryzen Threadripper 3970X
Intel Xeon E5-2697 v3
Intel Core i3-6100U
AMD A8-5500B
Intel Xeon W-1370
Intel Core i5-12500TE
Intel Core i5-4670T
Intel Core i9-14900K
Intel Xeon Gold 6142
Intel Xeon (Skylake)
Intel Core i9-9980XE
Intel Xeon E3-1280 v3
AMD Ryzen 7 PRO 2700U
AMD Ryzen 7 PRO 5750G
Intel Xeon W-2133
AMD Ryzen 5 5500U
Intel Celeron 3867U
Intel Core Ultra 9 285
Intel Celeron N2807
Intel Core i5-2300
Intel Xeon E-2286G
AMD A10-8700P
Intel Xeon W-11955M
Intel Core i3-2350M
Intel Celeron G3930
Intel Core i5-9400
Intel Core i5-430M
Intel Core i5-520M
AMD Ryzen 7 PRO 5845
AMD Phenom II X4 810
Intel Core i3-N305
Intel Xeon W-11865MRE
Intel Core 2 Quad Q9300
Apple M1 Pro
AMD Athlon II X4 620
Intel Core i7-10870H
AMD FX-8350
Intel Atom N550
Intel Pentium 3825U
AMD FX-4170
Intel Celeron 847
AMD GX-415GA
AMD Ryzen 7 4800U
Intel Xeon w9-3475X
Intel Core i7-3820
Intel Xeon W-2225
Intel Xeon E3-1290 v2
Intel Celeron T3500
AMD E1-6010
Intel Xeon E5-2687W v4
Intel Xeon W-3345
Intel Core i7-3740QM
Intel Core i7-4710HQ
Intel Xeon E5-2650 v4
Intel Core i7-10700TE
AMD Phenom II X2 555 Black Edition
Intel Atom x5-Z8550
AMD EPYC 75F3
Intel Xeon E5-1660 v3
Intel Xeon E3-1245
Intel Core i9-10900F
Intel Core i5-3210M
AMD Ryzen 9 8945HS
AMD EPYC 7702
Intel Core i3-12300T
AMD Ryzen 3 3300U with Radeon Vega Mobile Gfx
AMD Ryzen 3 3200U
Intel Core i7-3770K
Intel Core i7-9700F
AMD Ryzen 7 5800H
Intel Xeon E5-2670 v3
Intel Pentium 4415U
Intel Celeron E3300
Intel Xeon Gold 6426Y
AMD FX-8370
Intel Core i9-9900K
Intel Xeon Silver 4410Y
Intel Core i3-2130
Intel Core i7-4900MQ
AMD A8-3800
AMD Ryzen 5 5560U
Apple M4
Intel Core i7-4765T
AMD Ryzen 7 2700X
Intel Core 2 Quad Q8400
AMD E2-1800
Intel Xeon w7-2475X
Intel Core i5-10500T
Intel Xeon w3-2425
Intel Pentium E5300
Intel Core i7-4860HQ
AMD Ryzen 7 PRO 1700X
Intel Xeon Gold 6442Y
Intel Xeon E5-2689 v4
Intel Xeon E5-1650
AMD Ryzen 7 7736U
Intel Celeron 4305UE
Intel Core 2 Duo P7550
AMD Ryzen 5 5600U
Intel Celeron N2815
Intel Pentium Silver N5000
Intel Xeon E3-1226 v3
Intel Core 2 Duo T7250
Intel Core i9-7980XE
Intel Core i5-4300U
Intel Core i7-12700
Apple M2 Ultra
Intel Core i7-7820X
Intel Xeon Gold 6134
Intel Core i3-8130U
Intel Core i5-14600
Intel Atom x7-Z8750
Intel Xeon Gold 6354
AMD EPYC 7502P
Intel Core i5-13600T
Intel Core i7-2600S
AMD Ryzen 7 6800H
Intel Core 2 Duo E6300
Intel Core i5-7600
AMD EPYC 9554
Intel Core i7-14700F
AMD Ryzen 9 5900
Intel Core i3-3120M
Intel Core i5-12600KF
Intel Core i5-13600KF
Intel Xeon Platinum 8124M
Intel Core i7-10700T
AMD E1-2500
Apple A18
Intel Core i7-13700KF
Intel Core i7-1270P
AMD Ryzen 5 9600X
Intel Xeon w7-3445
Intel Core i7-2630QM
AMD EPYC 7302
Intel Pentium G850
AMD A4 Pro-3350B
AMD Ryzen 7 PRO 7840HS
Intel Core i9-11980HK
"Intel Xeon (Skylake, IBRS)"
Intel Core i9-14900KF
AMD A10 PRO-7800B
Intel Pentium 4405U
Intel Celeron 3865U
AMD Phenom II X4 960T
Intel Core i9-9920X
Intel Celeron J4105
Snapdragon X X1E80100
Intel Core i5-L16G7
AMD Athlon 3000G
Intel Core i5-4288U
Intel Pentium E2200
Intel Pentium Silver J5040
Intel Core i5-4570
AMD Phenom II X4 940 Black Edition
Intel Core 2 Extreme X9100
Intel Xeon W-2123
Intel Pentium P6200
Intel Core 2 Duo T9500
Intel Xeon E3-1220L v2
Intel Xeon E3-1225 v5
Intel Atom x7-Z8700
AMD Ryzen 9 PRO 3900
Intel Pentium 2020M
Intel Core i5-4670K
AMD Ryzen 3 3100
Intel Core i7-14700HX
Intel Atom x6416RE
Intel Core i5-13500H
Intel Core i5-14500T
Intel Pentium G2020
Intel Core i5-6440HQ
Intel Pentium T4500
Intel Core i3-7130U
Intel Core i5-6500TE
Intel Core i7-4650U
Intel Core 2 Duo P8600
Intel Core 2 Duo T9900
AMD EPYC 7313P
Intel Core i7-10875H
Intel Core i3-10300
Intel Xeon E5-2696 v2
Intel Xeon Gold 6146
Intel Core 2 Duo E8300
Intel Xeon Bronze 3106
Intel Xeon Gold 6144
Intel Core i7-7700HQ
AMD PRO A8-8650B
AMD Athlon Silver 3050e
AMD Ryzen 7 7730U
Intel Core i9-12900KS
Intel Core i7-990X
Intel Core i7-4770T
Intel Core i7-4510U
VirtualApple
Intel Xeon E5-2630 v3
AMD Ryzen 7 8840HS
Intel Core i7-7560U
Intel Xeon X5460
Intel Xeon X3440
Intel Core i7-3720QM
AMD Ryzen 7 PRO 4750G
AMD FX-4130
Intel Core i5-5350U
Intel Core i3-330M
Intel Xeon W3565
Intel Xeon E5-2698 v3
Intel Core i7-2670QM
AMD Ryzen 5 5600G
Intel Core i5-540M
AMD EPYC-Rome
Intel Xeon E-2134
Intel Core i5-12400
Intel Pentium T4200
Intel Core i3-8109U
AMD Ryzen 9 7900X3D
Intel Core i7-1165G7
AMD Athlon Gold 7220U
Intel Xeon E5-2697 v2
Intel Pentium T3400
Intel Xeon E5-1620
AMD Ryzen 5 PRO 2500U
AMD E2-7110
AMD PRO A10-8770E
Intel Core i5-4310M
AMD Ryzen 5 PRO 1500
AMD A4-4000
Intel Xeon E5-2603 v3
Intel Core i7-5557U
Intel Core i3-8100T
Intel Core i3-3225
Intel Core i7-975
Intel Core i3-540
Intel Celeron J3060
Intel Core i9-9980HK
Intel Core i9-13900KF
Intel Core i7-7740X
Intel Core i5-7500
Intel Xeon E-2186M
AMD A4-3330MX
Intel Core i7-8086K
AMD Ryzen 9 9900X3D
Intel Xeon w3-2435
Intel Xeon E3-1270 v3
Intel Core i3-10320
Intel Core i3-10100F
AMD EPYC 7763
Intel Core i7-11370H
Intel Xeon E-2176G
Intel Core i5-8350U
Intel Core i3-6100
Intel Xeon W-3265
AMD Ryzen 9 7900
AMD A4-5300B
Intel Core 2 Duo T5500
Intel Core 2 Duo T7200
Intel Core i5-1038NG7
AMD Ryzen 7 2700
AMD Ryzen 7 PRO 1700
AMD EPYC 7J13
AMD Phenom II X4 P920
AMD FX-6200
Intel Xeon E5-2630 v4
Intel Xeon E5-2695 v4
Intel Core i9-10920X
AMD A12-9800
Intel Core i7-4790T
AMD Athlon II X4 645
Intel Pentium J3710
Intel Core i7-7820HQ
Intel Xeon E3-1276 v3
DO-Premium-AMD
Intel Core i9-10900X
Intel Xeon W-10885M
Intel Pentium Silver N6000
Intel Xeon E-2144G
AMD Athlon 200GE
Intel Core i3-14100
Intel Core i5-10505
AMD A8-6410
AMD A6-3430MX
Intel Core i5-13500T
AMD Ryzen 7 7735U
AMD A6-3420M
Intel Xeon W-2155
Intel Core i7-7820HK
Intel Xeon Gold 6132
ARM SM6375
Intel Core i7-2720QM
AMD Ryzen 3 PRO 5350GE
Intel Xeon Gold 5215
Intel Xeon E5440
Intel Core i5-10500H
Intel Core 2 Duo T7300
Intel Core i9-10980XE
Intel Pentium G2030
Intel Xeon W3530
Intel Pentium Gold G7400T
AMD A8-3520M
Intel Core i9-10900T
Intel Core i3-4340
Intel Core 2 Duo T7600
Intel Core i7-7800X
Intel Celeron G5900
AMD EPYC 9B45
AMD Ryzen 5 PRO 7640HS
Intel Xeon E5430
Intel Pentium T2390
Intel Core i9-10900E
Intel Pentium Gold G7400
Intel Core i7-3612QM
Intel Pentium G2120
Intel Xeon
AMD EPYC 7443P
Intel Core i7-4578U
Intel Celeron G530
AMD Ryzen 7 4800H
Intel Core i7-980X
Intel Pentium B970
Intel Celeron N2940
Intel Core i9-9900
Intel Core i5-6360U
AMD A8-7410
Intel Core 2 Duo E6320
AMD Ryzen 7 7700X
Intel Core i5-10400H
AMD EPYC 7F52
Intel Core i3-7320
Intel Core i5-9400H
Intel Core i5-11400F
Intel Core Ultra 7 155U
Intel Pentium II/III
Intel Xeon E-2186G
Intel Core i7-12700E
Intel Core 2 Quad Q9505
Intel Core i7-8750H
AMD FX-8310
AMD E-300
Intel Core i5-14600K
Intel Core i5-8600
Intel Core 2 Duo E8135
Intel Core i5-3550
Intel Pentium G3220T
Intel Core i5-6600K
Intel Celeron J3455E
Intel Xeon E5-1620 v4
Intel Xeon E5-2660
Intel Core i5-4308U
Intel Core i5-9600T
Intel Core i3-6100T
Intel Core i5-2500S
Intel Core i5-2500K
Samsung
AMD A10-5757M
Intel Core i3-12100T
AMD FX-8320
AMD EPYC 7642
AMD Ryzen 5 7520U
Intel Core i5-7200U
Intel Core 2 Duo E7400
Intel Xeon Silver 4108
Intel Core i3-4100M
Intel Core 2 Duo L9400
Intel Celeron 2955U
Intel Celeron N3050
Intel Xeon E5-2686 v4
AMD Phenom X3 8650
AMD Athlon 5150
AMD Athlon II X2 220
Intel Core i7-1260U
AMD Ryzen 5 5600H
AMD EPYC 7401P
Intel Core i5-2540M
Intel Celeron N2830
Intel Core i9-13900H
AMD Ryzen 7 PRO 7840U
Intel Pentium E6500
Intel Xeon X3430
Intel Celeron G1840T
Intel Core 2 Duo T7100
Intel Xeon W-2245
Intel Core 2 Extreme X9650
Intel Core i5-8300H
AMD Ryzen 5 4600U
AMD Athlon 64 X2 4200+
Intel Core i7-1260P
Intel Core i7-6700T
AMD Phenom X4 9650
AMD BC-250
Intel Core i5-8500B
Intel Pentium SU2700
Intel Pentium G3420
Qualcomm ARMv8
Intel Xeon D-1541
AMD Ryzen 5 1600X
Intel Core i3-2120T
Apple A11 Bionic
Intel Core i7-965
AMD Athlon 64 X2 6000+
Intel Core i3-3240T
Intel Core 2 Duo T8300
AMD Ryzen 7 6800HS
Intel Core 2 Duo P9500
Intel Core Ultra 7 256V
Intel Core i7-8700
Intel Core i9-12900K
Intel Xeon E5-2698 v4
AMD Ryzen 3 PRO 3200GE
Intel Xeon E5-2603 v4
AMD Ryzen 5 8640U
AMD Ryzen 9 7845HX
Intel Core i9-8950HK
Intel Core i7-9800X
Intel Core i7-880
Intel Core i3-13100
Intel Core i5-1135G7
AMD Ryzen 3 PRO 7330U
AMD EPYC 9634
AMD PRO A6-9500
AMD Ryzen 9 6900HS
Intel Core i5-5300U
Intel Core i3-10105T
AMD A6-7400K
AMD Ryzen 7 8700G
Intel Xeon X5690
Intel Xeon E5-1660 v4
Intel Core i7-9700E
Intel Atom C3538
Intel Xeon Silver 4309Y
Intel Core i7-9850H
AMD Ryzen 5 3600XT
Intel Core i9-10900K
Intel Celeron N4100
AMD FX-8150
AMD Ryzen 7 7745HX
Intel Xeon E5-2670
AMD Ryzen 5 PRO 2600
AMD EPYC 7302P
Apple M3 Pro
Intel Core i3-10305
ARM MT6833
Intel Core i5-3317U
Intel Core i9-7920X
AMD Phenom X4 9550
Intel Core i5-2467M
AMD Ryzen 3 5125C
Intel Xeon Gold 6230
Intel Core i9-10885H
Intel Pentium T4400
AMD E2-3800
AMD A10-7400P
Intel Xeon E5-2637 v2
Intel Xeon Gold 6230R
Intel Core i7-6820EQ
Intel Core i5-13500
AMD Ryzen 5 PRO 7645
Intel Core i5-2500
ARM MT6769H
Intel Core 2 Duo T5850
AMD Ryzen 5 7500F
Intel Core i7-4820K
Intel Xeon E3-1235
Intel Core i5-9300H
AMD Ryzen 9 8940HX
Intel Xeon L5640
Intel Xeon E3-1240 v3
AMD Ryzen 3 PRO 1300
ARM MT6771V/W
Intel Xeon E5-2667 v3
Intel Core i7-870
Intel Core i5-6400
AMD FX-8800P
Intel Core i9-11900KF
AMD Athlon II X4 631
Intel Core i7-960
Intel Xeon E5-2679 v9
Intel Core i4-4690T
Intel Core 2 Duo E8200
AMD Ryzen Threadripper PRO 5995WX
AMD A10-4600M
Intel Core i5-7260U
Intel Core i5-4250U
Intel Xeon W-2223
Intel Core i7-11390H
Intel Xeon E3-1280 v5
Intel Core i5-14400F
Intel Xeon w7-2495X
AMD A10 PRO-7350B
Intel Core i5-580M
Intel Celeron N3150
Qualcomm SM8750
Intel Core 2 Quad Q9000
Intel Core i5-10500E
Intel Core i7-2760QM
AMD Ryzen 9 3900X
AMD A12-9720P
Apple A12X Bionic
Intel Pentium B940
Intel Core i3-350M
Intel Core i7-5960X
Intel Xeon E5-2699 v4
Intel Xeon E5-2623 v3
Intel Core i3-9100T
Intel Core i7-3960X
Intel Xeon Gold 6334
Intel Core i5-1155G7
Intel Core Ultra 7 265K
Intel Xeon E-2124G
Intel Xeon Silver 4310
Intel Core i7-11700KF
Intel Core i7-13700F
AMD Ryzen 3 5300G
Intel Xeon E3-1230
Intel Core i5-1340P
Intel Core i3-6157U
AMD Ryzen 7 5700G
Intel Core 2 Duo P8800
Intel Core i3-2370M
AMD Ryzen 5 8500G
Intel Xeon E5-2637 v4
Intel Core i5-6402P
Intel Core i3-2100
Intel Core i7-10700F
Intel Core i7-740QM
Intel Core 2 Quad Q6700
AMD E1-1200
Intel Core i9-10910
Intel Core i5-6400T
Intel Pentium E5700
Intel Core i5-9400F
Intel Core i3-3227U
Intel Celeron 887
Intel Core 2 Duo T7500
AMD A8-5550M
AMD Athlon Silver 3050U
Intel Xeon E5-2683 v3
Apple A12Z Bionic
Intel Xeon E-2126G
Intel Core i7-11700T
Intel Pentium G3258
AMD A10-7700K
Intel Core i5-7400
Intel Xeon E3-1280
Intel Celeron N4500
Intel Core i5-11600
AMD Ryzen 5 1600
Intel Core i5-12500
Intel Xeon E5-2630L v2
Intel Celeron N3450
Intel Core i5-12600
AMD A6-5400K
Intel Core i9-14900
AMD Ryzen 5 3500
Intel Celeron N3010
Intel Core i5-3335S
Intel Core i7-4930K
AMD EPYC 7713
Intel Core i9-9900KF
Intel Xeon E-2334
Intel Xeon E3-1220 v5
Intel Core i7-7700
Intel Xeon E5-2407
AMD Phenom II X4 B95
Intel Core i5-3470S
AMD Ryzen 5 3500X
AMD Ryzen AI 9 HX 370
Intel Atom N455
AMD Opteron 3280
AMD Ryzen 7 1700
ARM MT6769V/CZ
Intel Pentium Silver N6005
AMD EPYC 7551
Intel Core i3-9350KF
AMD EPYC 7282
AMD Ryzen 3 2300U
Intel Celeron N3350
Intel Core i7-3615QM
Intel Core i3-3240
Intel Core i9-9940X
Intel Core i3-7350K
Intel Core i5-5575R
Intel Xeon Gold 6130
Intel Xeon E5-2450 v2
Intel Core i7-4770R
Intel Celeron B800
Intel Core i5-4570R
Intel Xeon Silver 4416+
"Intel Core (Skylake, IBRS)"
Intel Core 3 100U
Apple M2 Max
ARM SM8550
ARM MT6769Z
ARM SM7325
ARM MT6781
ARM MT6781V/CDZAMB-H
AMD RYZEN AI MAX+ PRO 395 w/ Radeon 8060S
ARM MT6750
ARM SM6450
Intel Core 7 250H
ARM MT6768
rv64imafdch_zicntr_zicsr_zifencei_zihpm_zba_zbb_sscofpmf
